Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*
1/12/2023;GRANOS Y CEREALES;Arroz de segunda;Bogotá, D.C., Paloquemao;3.932
1/01/2023;VERDURAS Y HORTALIZAS;Habichuela;Palmira (Valle del Cauca);3.931
1/01/2023;PROCESADOS;Panela redonda blanca;Medellín, Central Mayorista de Antioquia;3.931
1/02/2023;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Cali, Santa Elena;3.931
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;San Gil (Santander);3.931
1/02/2023;PROCESADOS;Harina de trigo;Bogotá, D.C., Paloquemao;3.931
1/03/2023;PROCESADOS;Harina precocida de maíz;Valledupar, Mercado Nuevo;3.931
1/04/2023;PROCESADOS;Harina precocida de maíz;Valledupar, Mercado Nuevo;3.931
1/05/2023;FRUTAS;Lulo;Manizales, Centro Galerías;3.931
1/06/2023;PROCESADOS;Harina de trigo;Florencia (Caquetá);3.931
1/07/2023;VERDURAS Y HORTALIZAS;Tomate chonto;Tuluá (Valle del Cauca);3.931
1/10/2023;FRUTAS;Lulo;Cali, Santa Elena;3.931
1/10/2023;GRANOS Y CEREALES;Arroz de primera;Cartagena, Bazurto;3.931
1/04/2023;VERDURAS Y HORTALIZAS;Remolacha bogotana;Buenaventura (Valle del Cauca);3.930
1/04/2023;FRUTAS;Uva Isabela;Villavicencio, CAV;3.930
1/09/2023;GRANOS Y CEREALES;Arveja verde seca importada;Medellín, Central Mayorista de Antioquia;3.930
1/10/2023;FRUTAS;Mora de Castilla;San Gil (Santander);3.930
1/02/2023;PROCESADOS;Panela cuadrada blanca;Bucaramanga, Mercados del centro;3.929
1/03/2023;PROCESADOS;Azúcar sulfitada;Barranquilla, Barranquillita;3.929
1/04/2023;VERDURAS Y HORTALIZAS;Coliflor;Pamplona (Norte de Santander);3.929
1/05/2023;FRUTAS;Aguacate común;Ibagué, Plaza La 21;3.929
1/05/2023;FRUTAS;Mandarina común;Arauca (Arauca);3.929
1/11/2023;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Sonsón (Antioquia);3.929
1/11/2023;FRUTAS;Lulo;Popayán, Plaza de mercado del barrio Bolívar;3.929
1/06/2023;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Neiva, Surabastos;3.928
1/06/2023;TUBERCULOS, RAICES Y PLATANOS;Ñame criollo;Sincelejo, Nuevo Mercado;3.928
1/08/2023;GRANOS Y CEREALES;Arroz de segunda;Bogotá, D.C., Paloquemao;3.928
1/09/2023;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Popayán, Plaza de mercado del barrio Bolívar;3.928
1/09/2023;GRANOS Y CEREALES;Arveja verde seca importada;"Medellín, Plaza Minorista ""José María Villa""";3.928
1/01/2023;FRUTAS;Mora de Castilla;Cartagena, Bazurto;3.927
1/03/2023;GRANOS Y CEREALES;Arroz excelso;Ibagué, Plaza La 21;3.927
1/04/2023;PROCESADOS;Harina precocida de maíz;Barranquilla, Granabastos;3.927
1/05/2023;FRUTAS;Maracuyá;Tibasosa (Boyacá), Coomproriente;3.927
1/06/2023;GRANOS Y CEREALES;Arroz de segunda;Bogotá, D.C., Paloquemao;3.927
1/07/2023;FRUTAS;Lulo;Tuluá (Valle del Cauca);3.927
1/01/2023;FRUTAS;Melón Cantalup;Manizales, Centro Galerías;3.926
1/01/2023;PROCESADOS;Panela cuadrada blanca;Valledupar, Mercado Nuevo;3.926
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Bogotá, D.C., Plaza Las Flores;3.926
1/04/2023;PROCESADOS;Azúcar refinada;Montería, Mercado del Sur;3.926
1/08/2023;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Ibagué, Plaza La 21;3.926
1/10/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Armenia, Mercar;3.926
1/10/2023;FRUTAS;Limón común valluno;Tuluá (Valle del Cauca);3.926
1/02/2023;FRUTAS;Maracuyá;Pamplona (Norte de Santander);3.925
1/07/2023;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Santa Bárbara (Antioquia);3.925
1/07/2023;CARNES;Menudencias de pollo;Neiva, Surabastos;3.925
1/10/2023;GRANOS Y CEREALES;Arroz de primera;Villavicencio, CAV;3.925
1/02/2023;FRUTAS;Ciruela roja;Medellín, Central Mayorista de Antioquia;3.924
1/05/2023;PROCESADOS;Panela redonda morena;Palmira (Valle del Cauca);3.924
1/06/2023;VERDURAS Y HORTALIZAS;Brócoli;Medellín, Central Mayorista de Antioquia;3.924
1/06/2023;TUBERCULOS, RAICES Y PLATANOS;Plátano hartón verde;Cartagena, Bazurto;3.924
1/09/2023;FRUTAS;Feijoa;Tunja, Complejo de Servicios del Sur;3.924
1/01/2023;GRANOS Y CEREALES;Arroz de primera;Cali, Siloé;3.923
1/08/2023;FRUTAS;Guayaba pera;Barranquilla, Barranquillita;3.923
1/10/2023;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Montería, Mercado del Sur;3.923
1/11/2023;FRUTAS;Lulo;Bucaramanga, Centroabastos;3.923
1/11/2023;TUBERCULOS, RAICES Y PLATANOS;Ñame criollo;Montería, Mercado del Sur;3.923
1/11/2023;PROCESADOS;Panela cuadrada morena;Bucaramanga, Centroabastos;3.923
1/12/2023;PROCESADOS;Panela cuadrada morena;Bucaramanga, Centroabastos;3.923
1/02/2023;PROCESADOS;Panela cuadrada morena;Bucaramanga, Mercados del centro;3.922
1/05/2023;FRUTAS;Ciruela roja;Neiva, Surabastos;3.922
1/06/2023;PROCESADOS;Harina de trigo;Bogotá, D.C., Corabastos;3.922
1/08/2023;VERDURAS Y HORTALIZAS;Lechuga crespa verde;Cúcuta, Cenabastos;3.922
1/12/2023;PROCESADOS;Harina de trigo;Medellín, Central Mayorista de Antioquia;3.922
1/02/2023;FRUTAS;Limón común;Valledupar, Mercabastos;3.921
1/03/2023;GRANOS Y CEREALES;Arroz de primera;Tunja, Complejo de Servicios del Sur;3.921
1/04/2023;FRUTAS;Limón común;Chiquinquirá (Boyacá);3.921
1/05/2023;FRUTAS;Guanábana;Chiquinquirá (Boyacá);3.921
1/09/2023;FRUTAS;Maracuyá;La Ceja (Antioquia);3.921
1/11/2023;FRUTAS;Maracuyá;Chiquinquirá (Boyacá);3.921
1/01/2023;VERDURAS Y HORTALIZAS;Habichuela;Popayán, Plaza de mercado del barrio Bolívar;3.920
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;Cartago (Valle del Cauca);3.920
1/04/2023;FRUTAS;Curuba;Barranquilla, Barranquillita;3.920
1/04/2023;FRUTAS;Feijoa;Tibasosa (Boyacá), Coomproriente;3.920
1/04/2023;FRUTAS;Guanábana;"Medellín, Plaza Minorista ""José María Villa""";3.920
1/04/2023;FRUTAS;Limón común;Valledupar, Mercado Nuevo;3.920
1/06/2023;PROCESADOS;Azúcar sulfitada;Barranquilla, Barranquillita;3.920
1/09/2023;GRANOS Y CEREALES;Arroz de primera;Armenia, Mercar;3.920
1/12/2023;FRUTAS;Uchuva con cáscara;Ibagué, Plaza La 21;3.920
1/12/2023;GRANOS Y CEREALES;Arroz de primera;Villavicencio, CAV;3.920
1/12/2023;GRANOS Y CEREALES;Cuchuco de maíz;Florencia (Caquetá);3.920
1/08/2023;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Bogotá, D.C., Corabastos;3.919
1/11/2023;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;Armenia, Mercar;3.919
1/12/2023;PROCESADOS;Harina de trigo;Popayán, Plaza de mercado del barrio Bolívar;3.919
1/12/2023;PROCESADOS;Pastas alimenticias;Cúcuta, Cenabastos;3.919
1/04/2023;GRANOS Y CEREALES;Arroz de primera;Cali, Santa Elena;3.918
1/06/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Bogotá, D.C., Corabastos;3.918
1/07/2023;GRANOS Y CEREALES;Arroz de primera;Neiva, Surabastos;3.918
1/10/2023;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Cali, Cavasa;3.918
1/11/2023;FRUTAS;Mango Tommy;La Ceja (Antioquia);3.918
1/11/2023;GRANOS Y CEREALES;Arroz de primera;Villavicencio, CAV;3.918
1/01/2023;VERDURAS Y HORTALIZAS;Perejil;Ipiales (Nariño), Ipiales somos todos;3.917
1/02/2023;FRUTAS;Uchuva con cáscara;Cúcuta, Cenabastos;3.917
1/02/2023;GRANOS Y CEREALES;Cuchuco de cebada;Bucaramanga, Mercados del centro;3.917
1/03/2023;GRANOS Y CEREALES;Arroz de primera;Montería, Mercado del Sur;3.917
1/04/2023;PROCESADOS;Azúcar sulfitada;Cali, La Floresta;3.917
1/06/2023;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Rionegro (Antioquia);3.917
1/06/2023;PROCESADOS;Harina precocida de maíz;Cúcuta, Cenabastos;3.917
1/10/2023;VERDURAS Y HORTALIZAS;Habichuela;Villavicencio, CAV;3.917
1/10/2023;GRANOS Y CEREALES;Arroz de primera;Cúcuta, La Nueva Sexta;3.917
1/10/2023;PROCESADOS;Panela redonda blanca;Sincelejo, Nuevo Mercado;3.917
1/12/2023;FRUTAS;Maracuyá;San Gil (Santander);3.917
1/01/2023;PROCESADOS;Harina de trigo;Villavicencio, CAV;3.916
1/02/2023;PROCESADOS;Panela cuadrada morena;Neiva, Surabastos;3.916
1/09/2023;GRANOS Y CEREALES;Arroz de primera;Cúcuta, Cenabastos;3.916
1/09/2023;GRANOS Y CEREALES;Arroz de primera;Cúcuta, La Nueva Sexta;3.916
1/02/2023;PROCESADOS;Harina de trigo;Bogotá, D.C., Plaza España;3.915
1/03/2023;TUBERCULOS, RAICES Y PLATANOS;Plátano hartón verde Eje Cafetero;Medellín, Central Mayorista de Antioquia;3.915
1/04/2023;VERDURAS Y HORTALIZAS;Pimentón;Rionegro (Antioquia);3.915
1/09/2023;GRANOS Y CEREALES;Arroz de primera;Villavicencio, CAV;3.915
1/10/2023;PROCESADOS;Azúcar sulfitada;Medellín, Central Mayorista de Antioquia;3.914
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Bogotá, D.C., Corabastos;3.913
1/02/2023;PROCESADOS;Panela cuadrada morena;Bucaramanga, Centroabastos;3.913
1/07/2023;FRUTAS;Maracuyá;Túquerres (Nariño);3.913
1/07/2023;FRUTAS;Mora de Castilla;Villavicencio, CAV;3.913
1/08/2023;FRUTAS;Guayaba agria;Pereira, Mercasa;3.913
1/09/2023;VERDURAS Y HORTALIZAS;Habichuela;Pereira, La 41;3.913
1/11/2023;FRUTAS;Limón común valluno;Buenaventura (Valle del Cauca);3.913
1/11/2023;FRUTAS;Uchuva con cáscara;Medellín, Central Mayorista de Antioquia;3.913
1/11/2023;PROCESADOS;Panela cuadrada morena;Bucaramanga, Mercados del centro;3.913
1/10/2023;GRANOS Y CEREALES;Arroz de primera;Cali, Siloé;3.912
1/01/2023;PROCESADOS;Panela cuadrada morena;Bucaramanga, Mercados del centro;3.911
1/03/2023;PROCESADOS;Azúcar sulfitada;Valledupar, Mercado Nuevo;3.911
1/09/2023;FRUTAS;Piña gold;Buenaventura (Valle del Cauca);3.911
1/10/2023;VERDURAS Y HORTALIZAS;Tomate chonto;Tibasosa (Boyacá), Coomproriente;3.911
1/11/2023;FRUTAS;Piña gold;Cartago (Valle del Cauca);3.911
1/06/2023;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Palmira (Valle del Cauca);3.910
1/07/2023;FRUTAS;Guayaba pera;Barranquilla, Granabastos;3.910
1/09/2023;VERDURAS Y HORTALIZAS;Cilantro;Popayán, Plaza de mercado del barrio Bolívar;3.910
1/09/2023;PROCESADOS;Azúcar sulfitada;Medellín, Central Mayorista de Antioquia;3.910
1/10/2023;FRUTAS;Piña gold;"Medellín, Plaza Minorista ""José María Villa""";3.910
1/11/2023;GRANOS Y CEREALES;Arroz de segunda;Bogotá, D.C., Paloquemao;3.910
1/12/2023;FRUTAS;Lulo;Tuluá (Valle del Cauca);3.910
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Papa sabanera;Bogotá, D.C., Corabastos;3.909
1/02/2023;PROCESADOS;Harina de trigo;Villavicencio, CAV;3.909
1/05/2023;PROCESADOS;Harina de trigo;Bogotá, D.C., Corabastos;3.909
1/07/2023;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Cartagena, Bazurto;3.909
1/08/2023;FRUTAS;Piña gold;Medellín, Central Mayorista de Antioquia;3.909
1/08/2023;PROCESADOS;Azúcar sulfitada;Ibagué, Plaza La 21;3.909
1/09/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Cúcuta, Cenabastos;3.909
1/11/2023;FRUTAS;Mora de Castilla;Cúcuta, Cenabastos;3.909
1/12/2023;GRANOS Y CEREALES;Arroz de primera;Barranquilla, Barranquillita;3.909
1/08/2023;PROCESADOS;Azúcar sulfitada;Cali, Siloé;3.908
1/12/2023;GRANOS Y CEREALES;Arroz de primera;Palmira (Valle del Cauca);3.908
1/01/2023;FRUTAS;Lulo;Pereira, Mercasa;3.907
1/05/2023;FRUTAS;Tomate de árbol;Florencia (Caquetá);3.907
1/12/2023;PROCESADOS;Harina de trigo;Florencia (Caquetá);3.907
1/01/2023;FRUTAS;Maracuyá;Cartago (Valle del Cauca);3.906
1/03/2023;FRUTAS;Maracuyá;Pamplona (Norte de Santander);3.906
1/05/2023;TUBERCULOS, RAICES Y PLATANOS;Plátano hartón verde;Arauca (Arauca);3.906
1/05/2023;PROCESADOS;Azúcar sulfitada;Barranquilla, Barranquillita;3.906
1/08/2023;GRANOS Y CEREALES;Arroz de primera;Neiva, Surabastos;3.906
1/09/2023;FRUTAS;Piña gold;Pereira, Mercasa;3.906
1/12/2023;FRUTAS;Lulo;San Gil (Santander);3.906
1/08/2023;VERDURAS Y HORTALIZAS;Tomate Riogrande;Tibasosa (Boyacá), Coomproriente;3.905
1/10/2023;FRUTAS;Manzana nacional;Bogotá, D.C., Corabastos;3.905
1/11/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, Mercasa;3.905
1/01/2023;GRANOS Y CEREALES;Arroz de primera;Bogotá, D.C., Corabastos;3.904
1/06/2023;GRANOS Y CEREALES;Arroz de primera;Tunja, Complejo de Servicios del Sur;3.904
1/07/2023;VERDURAS Y HORTALIZAS;Coliflor;Villavicencio, CAV;3.904
1/07/2023;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Duitama (Boyacá), Mercaplaza;3.904
1/08/2023;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Villavicencio, CAV;3.904
1/09/2023;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Tuluá (Valle del Cauca);3.904
1/01/2023;GRANOS Y CEREALES;Arroz de primera;Villavicencio, CAV;3.903
1/01/2023;GRANOS Y CEREALES;Arroz excelso;Ibagué, Plaza La 21;3.903
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Montería, Mercado del Sur;3.903
1/02/2023;PROCESADOS;Azúcar sulfitada;Cali, Santa Elena;3.903
1/03/2023;PROCESADOS;Azúcar sulfitada;Cartagena, Bazurto;3.903
1/04/2023;VERDURAS Y HORTALIZAS;Ají topito dulce;Medellín, Central Mayorista de Antioquia;3.903
1/04/2023;GRANOS Y CEREALES;Arroz de primera;Montería, Mercado del Sur;3.903
1/06/2023;PROCESADOS;Harina precocida de maíz;Cúcuta, La Nueva Sexta;3.903
1/07/2023;GRANOS Y CEREALES;Arroz de primera;Cali, La Floresta;3.903
1/09/2023;PROCESADOS;Panela cuadrada blanca;Barranquilla, Barranquillita;3.903
1/10/2023;PROCESADOS;Panela cuadrada morena;Popayán, Plaza de mercado del barrio Bolívar;3.903
1/11/2023;GRANOS Y CEREALES;Arroz de primera;Palmira (Valle del Cauca);3.903
1/11/2023;CARNES;Menudencias de pollo;Neiva, Surabastos;3.903
1/03/2023;PROCESADOS;Harina de trigo;Villavicencio, CAV;3.902
1/04/2023;GRANOS Y CEREALES;Arroz de primera;Bogotá, D.C., Plaza Las Flores;3.902
1/06/2023;FRUTAS;Durazno nacional;Duitama (Boyacá), Mercaplaza;3.902
1/06/2023;FRUTAS;Maracuyá antioqueño;Montería, Mercado del Sur;3.902
1/08/2023;FRUTAS;Melón Cantalup;Pasto, El Potrerillo;3.902
1/12/2023;FRUTAS;Mora de Castilla;Cúcuta, Cenabastos;3.902
1/12/2023;GRANOS Y CEREALES;Arroz de primera;Cali, Siloé;3.902
1/03/2023;FRUTAS;Patilla baby;Bogotá, D.C., Corabastos;3.901
1/03/2023;GRANOS Y CEREALES;Arroz excelso;Santa Marta (Magdalena);3.901
1/05/2023;GRANOS Y CEREALES;Arroz excelso;Santa Marta (Magdalena);3.901
1/05/2023;PROCESADOS;Azúcar sulfitada;Barranquilla, Granabastos;3.901
1/05/2023;PROCESADOS;Harina de trigo;Villavicencio, CAV;3.901
1/06/2023;GRANOS Y CEREALES;Arroz excelso;Santa Marta (Magdalena);3.901
1/07/2023;GRANOS Y CEREALES;Arroz excelso;Santa Marta (Magdalena);3.901
1/08/2023;GRANOS Y CEREALES;Arroz excelso;Santa Marta (Magdalena);3.901
1/08/2023;PROCESADOS;Azúcar refinada;Montería, Mercado del Sur;3.901
1/09/2023;GRANOS Y CEREALES;Arroz de segunda;Barranquilla, Granabastos;3.901
1/09/2023;GRANOS Y CEREALES;Arroz excelso;Santa Marta (Magdalena);3.901
1/10/2023;GRANOS Y CEREALES;Arroz excelso;Santa Marta (Magdalena);3.901
1/01/2023;FRUTAS;Coco;Barranquilla, Barranquillita;3.900
1/01/2023;FRUTAS;Lulo;Pereira, La 41;3.900
1/01/2023;FRUTAS;Melón Cantalup;Villavicencio, CAV;3.900
1/02/2023;VERDURAS Y HORTALIZAS;Cebolla junca;Manizales, Centro Galerías;3.900
1/02/2023;FRUTAS;Ciruela roja;Pamplona (Norte de Santander);3.900
1/02/2023;FRUTAS;Maracuyá;Yopal (Casanare);3.900
1/03/2023;VERDURAS Y HORTALIZAS;Pepino de rellenar;Yopal (Casanare);3.900
1/03/2023;PROCESADOS;Azúcar sulfitada;Sincelejo, Nuevo Mercado;3.900
1/04/2023;GRANOS Y CEREALES;Arroz excelso;Santa Marta (Magdalena);3.900
1/06/2023;CARNES;Menudencias de pollo;Neiva, Surabastos;3.900
1/07/2023;FRUTAS;Aguacate Hass;San Vicente (Antioquia);3.900
1/07/2023;FRUTAS;Tomate de árbol;Armenia, Mercar;3.900
1/08/2023;VERDURAS Y HORTALIZAS;Cebolla puerro;Pamplona (Norte de Santander);3.900
1/08/2023;PROCESADOS;Azúcar sulfitada;Barranquilla, Granabastos;3.900
1/10/2023;PESCADOS;Pescado cabezas;Pereira, Mercasa;3.900
1/11/2023;FRUTAS;Piña perolera;Valledupar, Mercabastos;3.900
1/11/2023;GRANOS Y CEREALES;Arroz de primera;Cali, Siloé;3.900
1/12/2023;FRUTAS;Piña gold;Manizales, Centro Galerías;3.900
1/01/2023;FRUTAS;Limón Tahití;Cúcuta, Cenabastos;3.899
1/01/2023;GRANOS Y CEREALES;Arroz de primera;Cali, La Floresta;3.899
1/04/2023;PROCESADOS;Azúcar sulfitada;Barranquilla, Granabastos;3.899
1/06/2023;GRANOS Y CEREALES;Arroz de primera;Palmira (Valle del Cauca);3.899
1/08/2023;FRUTAS;Mandarina Oneco;"Medellín, Plaza Minorista ""José María Villa""";3.899
1/02/2023;GRANOS Y CEREALES;Arroz excelso;Santa Marta (Magdalena);3.898
1/03/2023;VERDURAS Y HORTALIZAS;Coliflor;Tibasosa (Boyacá), Coomproriente;3.898
1/07/2023;TUBERCULOS, RAICES Y PLATANOS;Plátano hartón verde;Valledupar, Mercabastos;3.898
1/01/2023;FRUTAS;Mora de Castilla;Pereira, Mercasa;3.897
1/03/2023;VERDURAS Y HORTALIZAS;Pimentón;Tunja, Complejo de Servicios del Sur;3.897
1/09/2023;FRUTAS;Maracuyá;Manizales, Centro Galerías;3.897
1/09/2023;PROCESADOS;Azúcar sulfitada;Barranquilla, Barranquillita;3.897
1/01/2023;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Rionegro (Antioquia);3.896
1/02/2023;FRUTAS;Mango común;Bogotá, D.C., Corabastos;3.896
1/02/2023;GRANOS Y CEREALES;Arroz excelso;Ibagué, Plaza La 21;3.896
1/08/2023;VERDURAS Y HORTALIZAS;Espinaca;Tibasosa (Boyacá), Coomproriente;3.896
1/08/2023;PROCESADOS;Panela cuadrada blanca;Barranquilla, Barranquillita;3.896
1/11/2023;GRANOS Y CEREALES;Arroz de primera;Barranquilla, Barranquillita;3.896
1/09/2023;FRUTAS;Lulo;Sincelejo, Nuevo Mercado;3.895
1/10/2023;FRUTAS;Lulo;Popayán, Plaza de mercado del barrio Bolívar;3.895
1/02/2023;VERDURAS Y HORTALIZAS;Perejil;Medellín, Central Mayorista de Antioquia;3.894
1/06/2023;FRUTAS;Aguacate común;Tuluá (Valle del Cauca);3.894
1/09/2023;GRANOS Y CEREALES;Arroz de primera;Cali, Siloé;3.894
1/12/2023;VERDURAS Y HORTALIZAS;Perejil;Ipiales (Nariño), Ipiales somos todos;3.894
1/01/2023;GRANOS Y CEREALES;Arroz de primera;Tunja, Complejo de Servicios del Sur;3.893
1/01/2023;GRANOS Y CEREALES;Arroz excelso;Santa Marta (Magdalena);3.893
1/01/2023;GRANOS Y CEREALES;Cuchuco de cebada;Bucaramanga, Mercados del centro;3.893
1/01/2023;GRANOS Y CEREALES;Cuchuco de maíz;Bucaramanga, Mercados del centro;3.893
1/03/2023;FRUTAS;Tangelo;Pereira, Mercasa;3.893
1/04/2023;TUBERCULOS, RAICES Y PLATANOS;Plátano hartón verde;Yopal (Casanare);3.893
1/10/2023;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Ibagué, Plaza La 21;3.893
1/10/2023;FRUTAS;Durazno nacional;Tibasosa (Boyacá), Coomproriente;3.893
1/01/2023;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Duitama (Boyacá), Mercaplaza;3.892
1/03/2023;FRUTAS;Borojó;Medellín, Central Mayorista de Antioquia;3.892
1/05/2023;VERDURAS Y HORTALIZAS;Cilantro;Cartagena, Bazurto;3.892
1/06/2023;GRANOS Y CEREALES;Arroz de primera;Bogotá, D.C., Corabastos;3.892
1/07/2023;PROCESADOS;Harina de trigo;Cúcuta, La Nueva Sexta;3.892
1/08/2023;GRANOS Y CEREALES;Arroz de primera;Pamplona (Norte de Santander);3.892
1/10/2023;FRUTAS;Pera nacional;Tibasosa (Boyacá), Coomproriente;3.892
1/09/2023;VERDURAS Y HORTALIZAS;Cilantro;Tibasosa (Boyacá), Coomproriente;3.891
1/01/2023;FRUTAS;Mora de Castilla;Sincelejo, Nuevo Mercado;3.890
1/06/2023;GRANOS Y CEREALES;Arveja verde seca importada;Cúcuta, La Nueva Sexta;3.890
1/07/2023;FRUTAS;Maracuyá;"Medellín, Plaza Minorista ""José María Villa""";3.890
1/07/2023;GRANOS Y CEREALES;Arveja verde seca importada;Cúcuta, La Nueva Sexta;3.890
1/08/2023;GRANOS Y CEREALES;Arroz de primera;Cali, Siloé;3.890
1/08/2023;GRANOS Y CEREALES;Arroz de primera;Tuluá (Valle del Cauca);3.890
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bogotá, D.C., Corabastos;3.889
1/01/2023;FRUTAS;Mora de Castilla;Valledupar, Mercabastos;3.889
1/03/2023;FRUTAS;Melón Cantalup;Pasto, El Potrerillo;3.889
1/05/2023;FRUTAS;Guayaba pera;Barranquilla, Granabastos;3.889
1/05/2023;PROCESADOS;Harina precocida de maíz;Valledupar, Mercado Nuevo;3.889
1/08/2023;FRUTAS;Aguacate papelillo;Manizales, Centro Galerías;3.889
1/09/2023;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Cali, Santa Elena;3.889
1/09/2023;PROCESADOS;Panela cuadrada morena;Popayán, Plaza de mercado del barrio Bolívar;3.889
1/10/2023;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Cali, Santa Elena;3.889
1/10/2023;GRANOS Y CEREALES;Arveja amarilla seca importada;Bogotá, D.C., Corabastos;3.889
1/11/2023;FRUTAS;Uva Isabela;Bucaramanga, Centroabastos;3.889
1/01/2023;VERDURAS Y HORTALIZAS;Tomate chonto;Santa Bárbara (Antioquia);3.888
1/02/2023;VERDURAS Y HORTALIZAS;Lechuga crespa verde;Cúcuta, Cenabastos;3.888
1/02/2023;FRUTAS;Guayaba agria;Pereira, La 41;3.888
1/02/2023;FRUTAS;Mandarina Oneco;Pereira, Mercasa;3.888
1/03/2023;FRUTAS;Melón Cantalup;Manizales, Centro Galerías;3.888
1/05/2023;FRUTAS;Coco;Barranquilla, Barranquillita;3.888
1/05/2023;GRANOS Y CEREALES;Arroz de primera;Cali, Santa Elena;3.888
1/06/2023;FRUTAS;Maracuyá;Arauca (Arauca);3.888
1/10/2023;GRANOS Y CEREALES;Arroz de primera;Barranquilla, Barranquillita;3.888
1/03/2023;FRUTAS;Lulo;Pereira, Mercasa;3.887
1/03/2023;PROCESADOS;Azúcar sulfitada;Cali, Santa Elena;3.887
1/05/2023;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Neiva, Surabastos;3.887
1/09/2023;FRUTAS;Aguacate Hass;La Ceja (Antioquia);3.887
1/09/2023;FRUTAS;Limón Tahití;Florencia (Caquetá);3.887
1/11/2023;FRUTAS;Lulo;Tunja, Complejo de Servicios del Sur;3.887
1/03/2023;VERDURAS Y HORTALIZAS;Cilantro;Ipiales (Nariño), Ipiales somos todos;3.886
1/03/2023;FRUTAS;Maracuyá;Túquerres (Nariño);3.886
1/03/2023;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;Tuluá (Valle del Cauca);3.886
1/04/2023;PROCESADOS;Harina de trigo;Villavicencio, CAV;3.886
1/06/2023;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Tunja, Complejo de Servicios del Sur;3.886
1/08/2023;VERDURAS Y HORTALIZAS;Tomate larga vida;Medellín, Central Mayorista de Antioquia;3.886
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Tuluá (Valle del Cauca);3.885
1/04/2023;PROCESADOS;Azúcar sulfitada;Cartagena, Bazurto;3.885
1/05/2023;FRUTAS;Gulupa;Neiva, Surabastos;3.885
1/11/2023;FRUTAS;Manzana nacional;Bogotá, D.C., Corabastos;3.885
1/01/2023;VERDURAS Y HORTALIZAS;Habichuela;Pereira, La 41;3.884
1/02/2023;VERDURAS Y HORTALIZAS;Pimentón;Neiva, Surabastos;3.884
1/10/2023;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;San Gil (Santander);3.884
1/10/2023;PROCESADOS;Azúcar refinada;Montería, Mercado del Sur;3.884
1/01/2023;PROCESADOS;Harina de trigo;Bogotá, D.C., Paloquemao;3.883
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Papa nevada;El Carmen de Viboral (Antioquia);3.883
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Tunja, Complejo de Servicios del Sur;3.883
1/08/2023;FRUTAS;Tangelo;Duitama (Boyacá), Mercaplaza;3.883
1/09/2023;FRUTAS;Piña gold;Medellín, Central Mayorista de Antioquia;3.883
1/09/2023;GRANOS Y CEREALES;Arroz de primera;Neiva, Surabastos;3.883
1/10/2023;GRANOS Y CEREALES;Arroz de primera;Pamplona (Norte de Santander);3.883
1/11/2023;PROCESADOS;Harina precocida de maíz;Pasto, El Potrerillo;3.882
1/12/2023;VERDURAS Y HORTALIZAS;Tomate chonto;Sincelejo, Nuevo Mercado;3.882
